gene_symbol,k_studies,pooled_log2FoldChange,pooled_SE,tau2,Q,I2,z,p,n_up,n_down,direction_concordance,log2fc_GSE278320,padj_GSE278320,log2fc_GSE284044,padj_GSE284044,meta_FDR,is_translation_factor
RPS20,2,-0.45881271491693315,0.20939683999914274,0.0,0.031871192821831616,0.0,-2.1911157537946204,0.028443416984336625,0,2,1.0,-0.3970254568492106,0.4359753847320042,-0.481429956754476,0.698323071888315,0.2542471755992808,True
DDX28,2,0.6756013809795387,0.314630842343984,0.08169067662332616,1.6503406795283206,39.40645029208107,2.14728275189534,0.03177077812481708,2,0,1.0,0.9292950980003432,0.0032516416433188,0.285396341152057,,0.27098078058115654,True
RPS6KL1,2,0.6894632498127383,0.3232647620299465,0.0,0.483219561632245,0.0,2.1328128852747277,0.032940078812401546,2,0,1.0,0.8433111563455399,0.0600233811498129,0.3612397677466859,0.999899862550801,0.2758988054439418,True
DHX16,2,-0.43479317849534327,0.20973755024919796,0.0,0.4010893691452673,0.0,-2.073034504211322,0.038169068542026986,0,2,1.0,-0.5336824064533103,0.0760799250341769,-0.256372762717622,0.999899862550801,0.2969214796343307,True
RPL38,2,-0.7125970472258853,0.34610438203293653,0.17881140769806675,3.580404760688631,72.07019689562509,-2.058907902408679,0.039503061926762485,0,2,1.0,-1.1301195604630223,0.0025481608018747,-0.425694570198579,0.246049247701778,0.304138395992116,True
RPS6KA3,2,0.6347750354078624,0.3136425960628832,0.10580405655785759,2.118618830306992,52.79943774241362,2.0238801852048,0.04298248117669734,2,0,1.0,0.9940020750592174,0.0105991463674545,0.3609324032927,0.977556066663073,0.3170494179581321,True
DDX41,2,-0.434301278394181,0.21481561974675528,0.0,0.11531863166884472,0.0,-2.0217397548007723,0.04320324453730383,0,2,1.0,-0.4695223818521469,0.0882025676774643,-0.283213882456554,0.999899862550801,0.31709452312612996,True
RPL27A,2,-0.8199730568485126,0.40578973274936,0.2096155753010258,2.5586921132945903,60.91753303165527,-2.020684582857539,0.04331242678538894,0,2,1.0,-1.3206868487156764,0.0089323614526906,-0.491111919249807,0.708079939963682,0.3175107821826544,True
EIF5A2,2,1.0478531196833347,0.5300735969146888,0.45058053597644604,5.007707765994866,80.0307836094079,1.976806854335698,0.04806346662622807,2,0,1.0,1.555477623977144,1.1092476331533515e-06,0.494337645608726,0.999899862550801,0.335087636277211,True
DDX6,2,-0.3370699389873415,0.1762010344538349,0.006718526194512324,1.0595839870321382,5.623337815724366,-1.9129850175519523,0.05574997051876321,1,1,0.5,-0.4120988711050952,0.0356860231969584,0.0767278276378757,0.999899862550801,0.35928748306101765,True
DDX23,2,-0.47569674723519784,0.25210868504258294,0.0,0.23943596232328407,0.0,-1.8868717162792281,0.0591775821620874,0,2,1.0,-0.6330342831488488,0.1924176552864954,-0.378973103143276,0.999899862550801,0.3686355119561882,True
RPL24,2,-0.7787431001494073,0.41338849000418887,0.2438891212129098,3.4420083474729593,70.94719422356496,-1.88380450588142,0.059591423854174805,0,2,1.0,-1.2248034063415,0.0017151273422118,-0.395633369703339,0.955808511426917,0.36913858161823765,True
RPS29,2,-0.4348129598151609,0.2325043219557303,0.0,0.6756001103965795,0.0,-1.8701285040970161,0.06146597507289584,0,2,1.0,-0.1623182409699894,0.7740575280651166,-0.568840387557342,0.680569674538557,0.37523443840474313,True
EIF1B,2,-0.5026579401663078,0.2744442621294922,0.0,0.023068513597411723,0.0,-1.8315483671111936,0.06701873540178181,0,2,1.0,-0.5626020796847063,0.3404764050815707,-0.473672413746097,0.971302250255285,0.3878348718704048,True
RPL23A,2,-0.8060268271000263,0.4508070493237757,0.1624796218927,1.647401570192681,39.29834606852782,-1.7879641152663674,0.07378179752895223,0,2,1.0,-1.201547400684184,0.015735151013717,-0.292205273196037,0.999899862550801,0.4036732970698471,True
EIF2S1,2,0.40174791840791535,0.23086922039653354,0.02476584301715174,1.3025912846301395,23.22994850346,1.7401536580661816,0.08183204041545053,2,0,1.0,0.1731592839494001,0.6481446507346013,0.634920477720685,0.566963469901214,0.42175758830518045,True
RPL18A,2,-0.7366766872003521,0.4282763130280873,0.1731501469699178,1.7985286356648595,44.39899481331686,-1.7200967337926047,0.08541485936105228,0,2,1.0,-1.285833735682753,0.0428912270412773,-0.402672779196592,0.999899862550801,0.42745187746893837,True
RPLP1,2,-0.6730401282736432,0.3946879145989267,0.21346151796882393,2.9777420575646603,66.41750760581836,-1.7052463563713929,0.08814848767978717,0,2,1.0,-1.144039783126377,0.0114009809024126,-0.342299864824498,0.935135012325364,0.433155154847123,True
RPS6KA6,2,-0.5772368206866375,0.34702739694781976,0.1181853828555083,1.8921655752006263,47.150502413406926,-1.6633753581520045,0.09623732256682986,0,2,1.0,-0.8612549678143229,0.0071126933683678,-0.153221610918231,0.999899862550801,0.449714407346078,True
RPLP0,2,-1.4477428015309044,0.8724432262478318,1.3260287451420085,7.695176124895307,87.00484584407604,-1.6594120488014992,0.09703279001760785,0,2,1.0,-2.350456924182879,1.4051461905579088e-05,-0.604555391557065,0.89548590742836,0.4507137027908773,True
