gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,is_translation_factor
LOC119618337,LOC119618337,142.961235136232,0.644151210656096,0.223181145479484,2.88622593665875,0.0038989215167959,0.205023288375514,False,False
IFT140,IFT140,574.054895610918,-0.53614541084133,0.185871356043737,-2.88449722567887,0.0039203921293865,0.205100514769026,False,False
MXD4,MXD4,360.685077815603,-0.885845812708872,0.307478165869685,-2.88100395747875,0.0039641066314342,0.206334768521457,False,False
EEA1,EEA1,669.267751575652,0.671137563204682,0.233201060030781,2.87793530233566,0.0040028722414527,0.207036209163384,False,False
ALKBH7,ALKBH7,73.2585506956847,-0.977842171413635,0.339912358683644,-2.87674792173035,0.0040179642698959,0.207036209163384,False,False
RIOX2,RIOX2,146.988473244954,1.12408483842963,0.39113969261027,2.87387053696355,0.0040547513487613,0.207733400620465,False,False
PCGF6,PCGF6,196.442966040072,0.813508239457846,0.283357551093705,2.87096015729196,0.0040922710089071,0.207733400620465,False,False
KLHDC2,KLHDC2,298.994899518574,-0.556743696067794,0.193865973237937,-2.87179687476403,0.0040814521800078,0.207733400620465,False,False
XPOT,XPOT,632.869573312973,0.438685203279631,0.152938771290447,2.8683714376554,0.0041259084059952,0.208409186182637,False,False
IFT22,IFT22,430.762769360034,-0.505186352827783,0.176589583270136,-2.86079361801867,0.0042258204410281,0.212409621579915,False,False
NUFIP1,NUFIP1,114.868257658843,0.975788553248584,0.341557112982537,2.8568825422133,0.0042782412375132,0.213995539753469,False,False
CUNH20orf194,CUNH20orf194,336.721420369536,-0.662590198960139,0.23253024211621,-2.84947967597695,0.0043790803463852,0.217976164426381,False,False
